date_time,target_carbon_monoxide,target_benzene,target_nitrogen_oxides
2011-01-01 00:00:00,1.5232487,4.7946887,216.23985
2011-01-01 01:00:00,2.0185938,7.338782,311.31613
2011-01-01 02:00:00,1.8130265,7.117322,274.05945
2011-01-01 03:00:00,1.8686057,7.919092,301.32803
2011-01-01 04:00:00,1.3576272,6.169628,220.60356
2011-01-01 05:00:00,1.1028613,4.5978646,188.54817
2011-01-01 06:00:00,0.997109,4.5124855,205.68068
2011-01-01 07:00:00,1.0529063,4.338706,200.74208
2011-01-01 08:00:00,1.1052382,3.6514025,192.00407
2011-01-01 09:00:00,1.1458049,3.1781547,180.95692
2011-01-01 10:00:00,1.3928497,4.707892,227.18938
2011-01-01 11:00:00,1.4687784,4.898748,239.47903
2011-01-01 12:00:00,2.021525,7.582737,327.52518
2011-01-01 13:00:00,2.507358,10.128534,395.80673
2011-01-01 14:00:00,2.265803,9.414748,367.564
2011-01-01 15:00:00,2.0060544,7.1521173,315.54462
2011-01-01 16:00:00,2.2529426,8.882998,358.1268
2011-01-01 17:00:00,2.8058167,11.126088,425.6382
2011-01-01 18:00:00,4.3597026,16.453302,582.278
2011-01-01 19:00:00,3.3036852,12.6748295,465.71826
2011-01-01 20:00:00,2.160212,7.475193,329.91177
2011-01-01 21:00:00,2.3586502,8.709354,343.60645
2011-01-01 22:00:00,1.9302621,6.8074174,272.16403
2011-01-01 23:00:00,1.7231884,5.6599226,235.73586
2011-01-02 00:00:00,1.6895399,5.556436,226.45985
2011-01-02 01:00:00,1.3845665,4.7884793,206.63878
2011-01-02 02:00:00,1.1362588,3.1313372,150.8185
2011-01-02 03:00:00,1.1328118,4.1206474,177.63757
2011-01-02 04:00:00,1.0541533,3.7609758,153.7339
2011-01-02 05:00:00,0.8743162,3.362567,149.75388
2011-01-02 06:00:00,0.8154073,2.8803046,140.58478
2011-01-02 07:00:00,0.96899915,3.181109,158.17859
2011-01-02 08:00:00,1.0013833,2.9963615,161.95908
2011-01-02 09:00:00,1.2226633,4.7522964,224.47519
2011-01-02 10:00:00,1.4030694,4.9165187,241.6972
2011-01-02 11:00:00,2.0492783,7.1511545,338.78967
2011-01-02 12:00:00,2.176188,7.973465,343.9158
2011-01-02 13:00:00,2.373117,9.003531,376.337
2011-01-02 14:00:00,2.2687144,8.607838,356.85992
2011-01-02 15:00:00,1.8869257,6.623279,263.6505
2011-01-02 16:00:00,2.6028876,10.59391,390.6177
2011-01-02 17:00:00,2.28026,7.815239,333.89822
2011-01-02 18:00:00,2.4730606,8.945454,377.07196
2011-01-02 19:00:00,3.3905382,12.266258,485.49036
2011-01-02 20:00:00,3.311759,11.798312,469.58813
2011-01-02 21:00:00,2.6624565,0.088826746,329.0471
2011-01-02 22:00:00,2.206676,0.08685724,295.645
2011-01-02 23:00:00,2.15659,0.09513937,279.90692
2011-01-03 00:00:00,1.6324283,0.10400979,219.65106
2011-01-03 01:00:00,1.3505286,0.11372652,169.54549
2011-01-03 02:00:00,1.2369581,0.11121869,155.41974
2011-01-03 03:00:00,1.1167552,0.098677844,146.69797
2011-01-03 04:00:00,0.9436343,0.111009784,122.63709
2011-01-03 05:00:00,0.9675431,0.09581075,140.36253
2011-01-03 06:00:00,1.2292154,0.097928025,201.57864
2011-01-03 07:00:00,1.6650145,0.107995,304.21866
2011-01-03 08:00:00,2.5124817,0.10112729,384.01318
2011-01-03 09:00:00,2.521994,0.11266899,406.16888
2011-01-03 10:00:00,2.4473667,0.1022627,385.61304
2011-01-03 11:00:00,2.3817399,0.10048504,338.7213
2011-01-03 12:00:00,2.3922014,0.10332149,329.94604
2011-01-03 13:00:00,2.3898149,0.096039474,323.0399
2011-01-03 14:00:00,2.2968016,0.10620052,282.0909
2011-01-03 15:00:00,2.378859,0.1001719,342.66736
2011-01-03 16:00:00,2.5795434,0.10062543,304.66858
2011-01-03 17:00:00,2.9457037,0.10456903,315.92413
2011-01-03 18:00:00,2.9985342,0.11300809,321.44556
2011-01-03 19:00:00,3.0626998,0.106012,381.11664
2011-01-03 20:00:00,2.914321,0.10747218,317.1446
2011-01-03 21:00:00,2.7368846,0.0991832,336.3769
2011-01-03 22:00:00,2.2377853,0.09331119,270.83337
2011-01-03 23:00:00,2.1084647,0.09876457,257.16068
2011-01-04 00:00:00,1.7819865,0.11391837,251.19403
2011-01-04 01:00:00,1.451025,0.111674964,183.76259
2011-01-04 02:00:00,1.2587074,0.13289756,166.9859
2011-01-04 03:00:00,1.0894642,0.11093094,144.55359
2011-01-04 04:00:00,1.0455829,0.10567108,142.3136
2011-01-04 05:00:00,1.0325389,0.1086108,151.61269
2011-01-04 06:00:00,1.1961381,0.10515703,212.46503
2011-01-04 07:00:00,1.682425,0.1092312,299.37207
2011-01-04 08:00:00,2.4373612,0.105843246,400.72418
2011-01-04 09:00:00,2.6869826,0.10499235,438.9231
2011-01-04 10:00:00,2.861013,0.10734462,461.50818
2011-01-04 11:00:00,2.653134,0.10489948,428.87656
2011-01-04 12:00:00,2.6236808,0.12594141,399.505
2011-01-04 13:00:00,2.53216,0.10551842,373.83063
2011-01-04 14:00:00,2.5737877,0.106964864,336.14642
2011-01-04 15:00:00,2.3583188,0.11492815,282.96274
2011-01-04 16:00:00,2.6825237,0.10990345,378.86777
2011-01-04 17:00:00,3.3434324,0.108071215,463.64514
2011-01-04 18:00:00,3.6115215,0.10838509,480.36877
2011-01-04 19:00:00,3.3389459,0.118687816,411.94073
2011-01-04 20:00:00,3.286808,0.10565448,380.55704
2011-01-04 21:00:00,2.8076317,0.10283124,388.45142
2011-01-04 22:00:00,2.3982105,0.11403809,327.99814
2011-01-04 23:00:00,2.3395207,0.0978015,306.3002
2011-01-05 00:00:00,1.861869,0.101108976,235.84186
2011-01-05 01:00:00,1.7172055,5.3780127,212.03452
2011-01-05 02:00:00,2.0568075,7.817709,279.5613
2011-01-05 03:00:00,2.0231519,8.628321,305.14792
2011-01-05 04:00:00,1.8554535,7.265851,278.4806
2011-01-05 05:00:00,1.9072199,7.8544226,305.85696
2011-01-05 06:00:00,1.7892582,7.2116766,302.9705
2011-01-05 07:00:00,2.943483,12.214837,477.50513
2011-01-05 08:00:00,3.6840284,14.696953,533.6626
2011-01-05 09:00:00,5.4057674,23.392467,764.11615
2011-01-05 10:00:00,4.761858,19.17137,718.19104
2011-01-05 11:00:00,5.518856,22.584175,812.2702
2011-01-05 12:00:00,5.6776934,25.388905,867.904
2011-01-05 13:00:00,5.9808826,25.200954,838.0552
2011-01-05 14:00:00,3.2238035,13.467365,447.81418
2011-01-05 15:00:00,3.0378985,13.381882,437.53308
2011-01-05 16:00:00,3.4408796,15.033584,482.1882
